Lead_ID,First_name,Last_name,Full_name,Gender,Date_of_Birth,Product_name,Product_ID,Account_Created_Date,Product_Category
LI-0014,Anabelle,Child,Anabelle Child,F,14-01-1995,"""Ultron""",RP-0854-db,14-09-2020,"""Art and Craft"""
LI-9034,Maudie,Harkness,Maudie Harkness,F,28-09-2009,"""Ultron""",RP-8416-xb,16-09-2019,"""Kitchen"""
LI-2267,Doro,Pyer,Doro Pyer,F,16-05-2002,"""Jarvis""",BM-7591-zt,22-06-2020,"""Kitchen"""
LI-3784,Zondra,Maudlen,Zondra Maudlen,F,04-06-1998,"""Jarvis""",RP-5126-xb,15-09-2020,"""Kitchen"""
LI-9952,Aurelea,Liquorish,Aurelea Liquorish,F,30-06-2004,"""Jarvis""",HC-8312-ip,02-11-2019,"""Art and Craft"""
LI-5497,Ignatius,Toppes,Ignatius Toppes,M,04-09-1997,"""Jarvis""",BM-4407-yd,28-10-2020,"""Kitchen"""
LI-2767,Blancha,Gludor,Blancha Gludor,F,23-12-2001,"""Jarvis""",RP-3604-xf,05-02-2020,"""Art and Craft"""
LI-8527,Dyann,Schiementz,Dyann Schiementz,F,25-12-2009,"""Kits Focal""",JS-4681-su,06-01-2020,"""Kitchen"""
LI-2858,Mercedes,Kennerknecht,Mercedes Kennerknecht,F,03-01-2018,"""Jarvis""",RP-9889-ud,08-01-2020,"""Science and Technology"""
LI-9370,Chantalle,Muller,Chantalle Muller,F,10-08-1997,"""Jarvis""",JS-5333-ml,17-10-2020,"""Art and Craft"""
LI-4664,Yuri,Tucsell,Yuri Tucsell,M,03-10-1995,"""Jarvis""",RP-3217-ck,23-10-2019,"""Kitchen"""
LI-7455,Abel,Kimbury,Abel Kimbury,M,29-12-1999,"""Kits Fireside""",BM-6558-ul,20-03-2020,"""Kitchen"""
LI-8989,Blanche,Gouldstone,Blanche Gouldstone,F,23-11-2016,"""Jarvis""",BM-2861-gp,15-09-2019,"""Science and Technology"""
LI-8244,Corie,Itter,Corie Itter,F,03-11-1993,"""Jarvis""",RP-1718-im,22-06-2020,"""Art and Craft"""
LI-1830,Alexandrina,Davidwitz,Alexandrina Davidwitz,F,09-12-2005,"""DIY Contrast""",RP-0108-fq,11-03-2020,"""Kitchen"""
LI-6140,Cory,Mansell,Cory Mansell,M,12-05-2014,"""Jarvis""",RP-4118-hw,11-10-2019,"""Art and Craft"""
LI-9885,Hurlee,Derisley,Hurlee Derisley,M,07-04-2010,"""Jarvis""",HC-3437-kl,10-03-2020,"""Kitchen"""
LI-3585,Odie,Gerault,Odie Gerault,M,15-06-2014,"""Ultron""",HC-0613-fy,28-12-2019,"""Science and Technology"""
LI-9672,Shaina,Aynscombe,Shaina Aynscombe,F,08-04-2012,"""Jarvis""",JS-1582-wz,15-08-2020,"""Science and Technology"""
LI-6780,Hamlen,Maddick,Hamlen Maddick,M,27-10-1997,"""Jarvis""",RP-3130-nu,22-06-2020,"""Science and Technology"""
LI-2981,Hussein,Corking,Hussein Corking,M,18-08-2006,"""Jarvis""",RP-3181-fn,22-02-2020,"""Kitchen"""
LI-4712,Arnaldo,Pingston,Arnaldo Pingston,M,08-12-2004,"""Jarvis""",BM-1364-xf,08-06-2020,"""Kitchen"""
LI-9271,Les,Baggarley,Les Baggarley,M,30-01-1993,"""Jarvis""",RP-6404-rw,24-07-2020,"""Art and Craft"""
LI-3075,Kingsley,Chaffer,Kingsley Chaffer,M,22-02-2011,"""Ultron""",BM-2879-px,16-06-2020,"""Kitchen"""
LI-6287,Dallas,Terzza,Dallas Terzza,M,17-04-2007,"""Jarvis""",BM-5686-jx,27-05-2020,"""Art and Craft"""
LI-0622,Randy,Sweetzer,Randy Sweetzer,M,24-10-2014,"""Ultron""",RP-6949-dw,06-10-2019,"""Science and Technology"""
LI-1324,Brew,Hoggan,Brew Hoggan,M,15-11-2004,"""Jarvis""",HC-5274-zi,26-12-2019,"""Science and Technology"""
LI-7904,Alasteir,Causton,Alasteir Causton,M,20-04-2015,"""Ultron""",BM-5574-mw,17-01-2020,"""Science and Technology"""
LI-8598,Fielding,Seden,Fielding Seden,M,14-11-2004,"""Kits Fireside""",BM-7526-zu,21-01-2020,"""Kitchen"""
LI-2629,Gerald,Scudamore,Gerald Scudamore,M,27-05-1993,"""Ultron""",BM-5672-mg,09-05-2020,"""Kitchen"""
LI-4969,Cori,Presswell,Cori Presswell,F,03-09-2000,"""Jarvis""",BM-3331-ts,07-05-2020,"""Art and Craft"""
LI-1087,Sofie,MacCome,Sofie MacCome,F,13-08-1993,"""Jarvis""",RP-0162-qz,18-09-2019,"""Science and Technology"""
LI-8971,Hugh,Dexter,Hugh Dexter,M,12-08-2020,"""Kits Focal""",BM-5652-ha,03-01-2020,"""Kitchen"""
LI-1060,Kurtis,Corpe,Kurtis Corpe,M,28-12-1997,"""DIY Contrast""",RP-7250-lu,15-02-2020,"""Kitchen"""
LI-7120,Teresa,Scartifield,Teresa Scartifield,F,27-08-2013,"""Jarvis""",JS-3084-kh,12-02-2020,"""Science and Technology"""
LI-3199,Debor,Botright,Debor Botright,F,07-11-2007,"""Jarvis""",HC-5083-to,04-05-2020,"""Kitchen"""
LI-5201,Harris,Alvy,Harris Alvy,M,29-08-2019,"""Kits Focal""",RP-0529-lx,29-11-2019,"""Kitchen"""
LI-7584,Nessie,Stenhouse,Nessie Stenhouse,F,26-07-1998,"""Jarvis""",RP-0245-gj,23-05-2020,"""Kitchen"""
LI-6278,Jeffrey,Troke,Jeffrey Troke,M,02-12-1998,"""Jarvis""",RP-2860-yf,08-04-2020,"""Kitchen"""
LI-8176,Gelya,Schneidau,Gelya Schneidau,F,22-01-2015,"""Jarvis""",RP-6320-zo,19-05-2020,"""Kitchen"""
LI-1877,Pauline,Conville,Pauline Conville,F,29-11-1990,"""Jarvis""",RP-6012-nf,27-10-2020,"""Kitchen"""
LI-6928,Callean,Finnemore,Callean Finnemore,M,01-01-2014,"""Jarvis""",RP-0433-hm,15-04-2020,"""Kitchen"""
LI-5232,Elihu,Polino,Elihu Polino,M,17-09-1993,"""Skynet""",JS-7717-le,26-09-2019,"""Kitchen"""
LI-6248,Elyse,Izzett,Elyse Izzett,F,14-06-2013,"""Skynet""",JS-9842-bn,12-05-2020,"""Kitchen"""
LI-5787,Bondie,Risom,Bondie Risom,M,08-09-1994,"""Jarvis""",RP-4885-zg,04-09-2020,"""Kitchen"""
LI-6710,Orelle,Epperson,Orelle Epperson,F,26-07-2008,"""DIY Contrast""",RP-3482-bc,11-10-2020,"""Art and Craft"""
LI-6327,Gideon,Ullyott,Gideon Ullyott,M,14-04-1998,"""Jarvis""",BM-1526-be,20-08-2020,"""Science and Technology"""
LI-0630,Heywood,Beardon,Heywood Beardon,M,24-02-2016,"""Skynet""",BM-5763-gw,16-02-2020,"""Kitchen"""
LI-2728,Cristobal,Wathen,Cristobal Wathen,M,25-10-2000,"""Ultron""",RP-8633-bf,19-09-2019,"""Kitchen"""
LI-2047,Cirstoforo,Edgley,Cirstoforo Edgley,M,20-03-2001,"""Jarvis""",RP-4995-co,29-02-2020,"""Science and Technology"""
LI-7866,Nerta,Liccardo,Nerta Liccardo,F,27-04-2011,"""Jarvis""",JS-1356-th,04-10-2019,"""Science and Technology"""
LI-1362,Gun,Harbord,Gun Harbord,M,02-05-2017,"""Ultron""",BM-9780-gz,03-06-2020,"""Science and Technology"""
LI-2547,Ashleigh,Caselli,Ashleigh Caselli,F,23-02-2007,"""Ultron""",JS-3387-hm,30-11-2019,"""Kitchen"""
LI-8281,Florry,Janatka,Florry Janatka,F,02-02-1994,"""Jarvis""",JS-3738-ve,13-07-2020,"""Kitchen"""
LI-4896,Benedicto,Macon,Benedicto Macon,M,09-04-2006,"""Jarvis""",JS-8064-st,16-10-2020,"""Art and Craft"""
LI-9306,Trisha,Ludgate,Trisha Ludgate,F,27-10-2014,"""Jarvis""",RP-1932-hv,18-05-2020,"""Science and Technology"""
LI-5981,Alejandro,Pettie,Alejandro Pettie,M,02-10-2005,"""Ultron""",HC-3965-kt,16-10-2020,"""Kitchen"""
LI-4510,Scott,Najara,Scott Najara,M,20-02-1996,"""Ultron""",BM-1270-wa,14-12-2019,"""Kitchen"""
LI-2086,Carlin,Powland,Carlin Powland,F,03-06-2014,"""Skynet""",RP-9846-mu,24-08-2020,"""Kitchen"""
LI-1361,Miriam,Cross,Miriam Cross,F,23-09-2013,"""Ultron""",RP-1649-zb,26-04-2020,"""Science and Technology"""
LI-4306,Karalee,Shippard,Karalee Shippard,F,14-05-2008,"""Jarvis""",RP-4930-uh,15-08-2020,"""Art and Craft"""
LI-1454,Julie,Rappa,Julie Rappa,M,20-01-2007,"""Jarvis""",RP-6556-ao,15-02-2020,"""Science and Technology"""
LI-7908,Vanessa,Norbury,Vanessa Norbury,F,27-12-1996,"""Jarvis""",RP-2134-lg,16-08-2020,"""Art and Craft"""
LI-8162,Ximenez,Maly,Ximenez Maly,M,12-09-1998,"""Jarvis""",BM-9124-fk,04-01-2020,"""Kitchen"""
LI-4500,Marc,Harlin,Marc Harlin,M,22-01-2001,"""Ultron""",JS-4951-jp,14-12-2019,"""Art and Craft"""
LI-0883,Ruthy,De Luna,Ruthy De Luna,F,01-07-1995,"""Jarvis""",BM-9472-vg,01-05-2020,"""Kitchen"""
LI-3165,Harmonia,Tebald,Harmonia Tebald,F,23-07-2018,"""Jarvis""",RP-1353-dp,21-08-2020,"""Art and Craft"""
LI-7450,Lorraine,Fannin,Lorraine Fannin,F,25-08-2003,"""Jarvis""",RP-5977-go,10-09-2019,"""Kitchen"""
LI-5130,Zsa zsa,Biasotti,Zsa zsa Biasotti,F,25-03-2020,"""Ultron""",JS-8929-dq,05-10-2019,"""Science and Technology"""
LI-0153,Egor,Goning,Egor Goning,M,13-08-2004,"""Jarvis""",RP-3302-xt,23-09-2020,"""Art and Craft"""
LI-5671,Zenia,Klimas,Zenia Klimas,F,19-08-2018,"""Jarvis""",BM-1828-wb,29-08-2020,"""Science and Technology"""
LI-6157,Orland,Enrique,Orland Enrique,M,12-07-2000,"""DIY Contrast""",RP-6874-ws,01-08-2020,"""Kitchen"""
LI-7578,Maje,Dechelette,Maje Dechelette,M,27-08-2006,"""Skynet""",RP-7221-jo,28-05-2020,"""Art and Craft"""
LI-7564,Anthiathia,Ferre,Anthiathia Ferre,F,17-09-2010,"""Jarvis""",BM-0382-qw,01-04-2020,"""Kitchen"""
LI-5282,Vincenz,Leggett,Vincenz Leggett,M,08-10-2015,"""Jarvis""",RP-2559-mo,17-03-2020,"""Kitchen"""
LI-3216,Francesco,Bains,Francesco Bains,M,02-09-1994,"""Ultron""",RP-5130-wu,26-11-2019,"""Science and Technology"""
LI-4324,Fredrika,Bwye,Fredrika Bwye,F,11-05-1992,"""Ultron""",BM-8397-fa,14-09-2019,"""Science and Technology"""
LI-5227,Andres,Woodham,Andres Woodham,M,23-06-1991,"""Ultron""",BM-9620-ko,08-05-2020,"""Science and Technology"""
LI-9112,Quintina,Rieflin,Quintina Rieflin,F,22-10-2017,"""Jarvis""",JS-5654-th,20-02-2020,"""Kitchen"""
LI-1634,Althea,Brunn,Althea Brunn,F,26-07-1999,"""Jarvis""",HC-9717-rq,30-12-2019,"""Science and Technology"""
LI-6688,Pacorro,Pues,Pacorro Pues,M,02-04-1992,"""Skynet""",BM-9142-jx,27-05-2020,"""Kitchen"""
LI-5097,Hastings,Eayrs,Hastings Eayrs,M,20-05-2005,"""Jarvis""",RP-9588-fi,30-10-2019,"""Science and Technology"""
LI-9946,Nikkie,Arundel,Nikkie Arundel,F,03-04-2007,"""Jarvis""",BM-2672-nw,06-12-2019,"""Science and Technology"""
LI-8501,Michel,Bickerstaff,Michel Bickerstaff,M,25-04-2007,"""Skynet""",HC-8215-vn,26-01-2020,"""Science and Technology"""
LI-0787,Otto,Ritter,Otto Ritter,M,26-06-2009,"""Jarvis""",HC-7839-qa,08-07-2020,"""Kitchen"""
LI-8420,Owen,Wedmore.,Owen Wedmore.,M,23-02-2006,"""Jarvis""",JS-6958-fe,12-09-2020,"""Art and Craft"""
LI-4315,Lynsey,Jaray,Lynsey Jaray,F,24-03-2002,"""Ultron""",BM-3285-wl,13-11-2019,"""Art and Craft"""
LI-0074,Herculie,Witherup,Herculie Witherup,M,15-04-2005,"""Ultron""",JS-7003-pr,29-06-2020,"""Art and Craft"""
LI-5198,Rabbi,Pariso,Rabbi Pariso,M,05-05-2000,"""Kits Focal""",BM-5403-kj,21-03-2020,"""Kitchen"""
LI-4256,Seth,Beckerleg,Seth Beckerleg,M,05-04-1998,"""Kits Focal""",RP-6607-bn,28-07-2020,"""Science and Technology"""
LI-7388,Greta,Waryk,Greta Waryk,F,02-11-2014,"""Jarvis""",JS-5240-vr,04-01-2020,"""Science and Technology"""
LI-2456,Schuyler,Budden,Schuyler Budden,M,27-10-2015,"""Jarvis""",RP-4035-bn,17-09-2019,"""Science and Technology"""
LI-5379,Darrick,Grieveson,Darrick Grieveson,M,03-02-1993,"""Jarvis""",RP-7189-nw,17-07-2020,"""Art and Craft"""
LI-4757,Budd,Rosso,Budd Rosso,M,01-06-2013,"""Ultron""",BM-5186-uq,20-10-2019,"""Art and Craft"""
LI-1909,Nicky,Acey,Nicky Acey,M,08-02-2012,"""Jarvis""",BM-0197-cn,14-10-2020,"""Kitchen"""
LI-0622,Rivi,Brock,Rivi Brock,F,21-05-1995,"""Jarvis""",HC-4571-gr,16-12-2019,"""Science and Technology"""
LI-8000,Shem,Couling,Shem Couling,M,26-01-1996,"""Skynet""",RP-3956-gs,04-05-2020,"""Kitchen"""
LI-1025,Avivah,Santello,Avivah Santello,F,04-04-1994,"""Skynet""",RP-6301-vn,26-11-2019,"""Science and Technology"""
LI-6924,Karoly,Kingsnode,Karoly Kingsnode,F,17-12-2011,"""Jarvis""",RP-0140-lw,08-10-2019,"""Art and Craft"""
LI-8267,Garfield,Whear,Garfield Whear,M,16-04-2001,"""Jarvis""",BM-4128-et,13-09-2020,"""Science and Technology"""
LI-3231,Myra,Bleythin,Myra Bleythin,F,21-12-2003,"""Jarvis""",BM-2312-gu,18-06-2020,"""Science and Technology"""
LI-9953,Amelina,Beatson,Amelina Beatson,F,26-07-2007,"""Ultron""",JS-9657-co,01-08-2020,"""Kitchen"""
LI-4060,Constancy,Batteson,Constancy Batteson,F,06-08-2017,"""Skynet""",HC-8749-fn,31-10-2019,"""Science and Technology"""
LI-5792,Andriette,Stogill,Andriette Stogill,F,15-11-1990,"""Jarvis""",RP-7167-nx,16-09-2019,"""Art and Craft"""
LI-3382,Kermit,Prichard,Kermit Prichard,M,26-06-1995,"""Jarvis""",BM-7683-cz,06-10-2019,"""Art and Craft"""
LI-4106,Yancy,Huff,Yancy Huff,M,29-03-2002,"""Ultron""",RP-4505-zb,02-10-2019,"""Art and Craft"""
LI-9850,Janenna,Anglish,Janenna Anglish,F,20-05-2012,"""Ultron""",RP-9430-mh,24-09-2019,"""Kitchen"""
LI-6853,Lyda,Callendar,Lyda Callendar,F,30-03-2001,"""Jarvis""",BM-2198-nq,28-06-2020,"""Science and Technology"""
LI-2232,Holmes,Drescher,Holmes Drescher,M,21-08-2020,"""Jarvis""",RP-4368-ij,10-02-2020,"""Art and Craft"""
LI-4949,Michael,Brennenstuhl,Michael Brennenstuhl,M,20-04-2019,"""Ultron""",JS-2155-pf,21-10-2020,"""Kitchen"""
LI-7791,Dannie,Hellin,Dannie Hellin,F,29-12-2003,"""Jarvis""",BM-7625-rd,20-11-2019,"""Art and Craft"""
LI-2723,Gerhard,Blunden,Gerhard Blunden,M,12-05-2013,"""Jarvis""",RP-2777-nc,12-11-2019,"""Science and Technology"""
LI-6825,Aldrich,Verrechia,Aldrich Verrechia,M,28-02-1999,"""Skynet""",RP-9074-qk,01-11-2019,"""Kitchen"""
LI-7286,Binky,Turpie,Binky Turpie,M,30-08-1992,"""Ultron""",BM-0126-mf,22-09-2019,"""Science and Technology"""
LI-6974,Adolph,Chetwynd,Adolph Chetwynd,M,09-09-2015,"""Ultron""",HC-7656-za,15-02-2020,"""Art and Craft"""
LI-5429,Jephthah,Sails,Jephthah Sails,M,06-05-1995,"""Jarvis""",RP-7525-kz,23-01-2020,"""Kitchen"""
LI-0632,Puff,Staddart,Puff Staddart,M,30-12-1993,"""Jarvis""",RP-1029-hj,29-02-2020,"""Kitchen"""
LI-2673,Tasia,Karolczyk,Tasia Karolczyk,F,30-12-2001,"""Jarvis""",RP-5751-mr,16-09-2019,"""Kitchen"""
LI-5690,Hodge,Eich,Hodge Eich,M,24-07-2010,"""Jarvis""",BM-6869-rm,12-10-2019,"""Kitchen"""
LI-2840,Brooke,Rozenbaum,Brooke Rozenbaum,M,22-06-2014,"""Jarvis""",BM-8485-ds,30-10-2019,"""Art and Craft"""
LI-2753,Doralyn,Lohering,Doralyn Lohering,F,22-06-2016,"""Skynet""",BM-6766-qf,28-08-2020,"""Art and Craft"""
LI-2343,Henrie,McPaike,Henrie McPaike,F,17-02-2013,"""Jarvis""",JS-4299-as,04-10-2020,"""Kitchen"""
LI-6328,Carie,Hammell,Carie Hammell,F,22-03-2017,"""Jarvis""",JS-3248-ov,26-10-2019,"""Kitchen"""
LI-2770,Westley,Sawl,Westley Sawl,M,03-12-2004,"""Jarvis""",JS-3110-ur,03-09-2020,"""Art and Craft"""
LI-8417,Paulita,Lain,Paulita Lain,F,21-01-1991,"""Jarvis""",RP-4197-nr,14-05-2020,"""Kitchen"""
LI-1541,Emmeline,Berthon,Emmeline Berthon,F,07-10-2000,"""Jarvis""",JS-4717-so,15-10-2019,"""Kitchen"""
LI-1391,Benjamen,Harcarse,Benjamen Harcarse,M,21-12-1997,"""Jarvis""",RP-0963-ov,14-10-2020,"""Art and Craft"""
LI-9713,Nate,Dalinder,Nate Dalinder,M,14-07-2015,"""Jarvis""",HC-8588-ub,14-11-2019,"""Kitchen"""
LI-3176,Dana,Carmont,Dana Carmont,M,30-03-2003,"""Jarvis""",BM-3439-zf,13-04-2020,"""Kitchen"""
LI-8065,Filberto,Mosco,Filberto Mosco,M,06-08-1991,"""Ultron""",BM-4147-iy,03-12-2019,"""Kitchen"""
LI-4440,Hedy,Rastrick,Hedy Rastrick,F,01-08-2002,"""Jarvis""",HC-9394-ew,16-07-2020,"""Art and Craft"""
LI-1903,Pincas,Commusso,Pincas Commusso,M,28-07-2019,"""Ultron""",BM-5585-kv,08-11-2019,"""Kitchen"""
LI-9097,Dick,Abrahamowitcz,Dick Abrahamowitcz,M,04-06-2006,"""Ultron""",JS-2241-zx,24-06-2020,"""Kitchen"""
LI-2093,Phyllys,Coule,Phyllys Coule,F,24-05-1996,"""Jarvis""",RP-7422-fx,02-11-2019,"""Kitchen"""
LI-0636,Julee,Faltin,Julee Faltin,F,29-09-1991,"""Ultron""",JS-3590-re,14-10-2020,"""Kitchen"""
LI-8085,Candy,Kingaby,Candy Kingaby,F,27-01-2000,"""Jarvis""",BM-3479-px,03-01-2020,"""Science and Technology"""
LI-6303,Orion,Schuh,Orion Schuh,M,31-05-1997,"""Jarvis""",HC-9202-pu,06-12-2019,"""Kitchen"""
LI-5208,Cookie,Kovelmann,Cookie Kovelmann,F,10-09-2017,"""DIY Contrast""",RP-5900-ne,09-03-2020,"""Kitchen"""
LI-8967,Yasmeen,Belson,Yasmeen Belson,F,16-04-2004,"""Jarvis""",RP-2973-sp,16-03-2020,"""Art and Craft"""
LI-8522,Aleda,Lucken,Aleda Lucken,F,05-12-2004,"""Kits Focal""",BM-9083-rm,19-05-2020,"""Kitchen"""
LI-3697,Colly,Postles,Colly Postles,F,02-07-2007,"""Ultron""",BM-3681-bd,16-07-2020,"""Kitchen"""
LI-1453,Halie,Cotesford,Halie Cotesford,F,17-08-2018,"""Jarvis""",RP-6113-rq,26-03-2020,"""Art and Craft"""
LI-4009,Duff,Pynner,Duff Pynner,M,06-09-2017,"""Jarvis""",JS-9439-lk,28-09-2020,"""Science and Technology"""
LI-1134,Kylie,Ganning,Kylie Ganning,M,09-04-2007,"""Skynet""",HC-6331-gm,09-10-2020,"""Kitchen"""
LI-1636,Wally,Halliberton,Wally Halliberton,M,13-07-2010,"""Kits Focal""",RP-9956-iz,27-03-2020,"""Kitchen"""
LI-3877,Martynne,Bewick,Martynne Bewick,F,28-05-2015,"""Jarvis""",RP-8264-iw,26-10-2020,"""Science and Technology"""
LI-8843,Chaddie,McIntosh,Chaddie McIntosh,M,22-05-1995,"""Skynet""",RP-0300-uv,22-09-2019,"""Science and Technology"""
LI-4543,Gabie,Koppes,Gabie Koppes,M,09-02-2007,"""Skynet""",JS-8738-oq,08-03-2020,"""Art and Craft"""
LI-7430,Oralee,Norree,Oralee Norree,F,08-10-2018,"""Ultron""",BM-1667-te,11-11-2019,"""Kitchen"""
LI-3167,Bryn,Klementz,Bryn Klementz,F,10-04-2002,"""Jarvis""",BM-6217-ip,14-08-2020,"""Kitchen"""
LI-2605,Russ,Simonassi,Russ Simonassi,M,25-08-2012,"""Ultron""",RP-6323-te,19-09-2019,"""Art and Craft"""
LI-7132,Amandi,Faire,Amandi Faire,F,27-07-2020,"""DIY Quest""",BM-6790-ut,23-08-2020,"""Art and Craft"""
LI-8621,Garold,Bernardinelli,Garold Bernardinelli,M,30-08-1999,"""Ultron""",HC-1658-cz,13-06-2020,"""Art and Craft"""
LI-3825,Mellie,Bysshe,Mellie Bysshe,F,04-12-1995,"""Skynet""",RP-0317-ur,05-11-2019,"""Kitchen"""
LI-8096,Katha,Blinckhorne,Katha Blinckhorne,F,23-10-2007,"""Jarvis""",JS-2245-xo,16-04-2020,"""Kitchen"""
LI-0169,Louis,Syne,Louis Syne,M,06-01-2018,"""Jarvis""",JS-4699-lh,03-08-2020,"""Kitchen"""
LI-8943,Bobette,Oneal,Bobette Oneal,F,01-09-2008,"""Jarvis""",BM-5303-ch,03-12-2019,"""Science and Technology"""
LI-8992,Kennan,Lewsy,Kennan Lewsy,M,02-12-2000,"""Skynet""",BM-5465-rk,13-09-2020,"""Science and Technology"""
LI-7446,Netty,Hardwin,Netty Hardwin,F,28-05-2012,"""Jarvis""",RP-9159-fl,05-05-2020,"""Science and Technology"""
LI-5921,Dorian,Clampin,Dorian Clampin,M,15-07-2013,"""Jarvis""",BM-3116-kx,26-11-2019,"""Art and Craft"""
LI-1964,Isidora,Canavan,Isidora Canavan,F,08-04-2004,"""Kits Focal""",BM-1231-ty,31-12-2019,"""Art and Craft"""
LI-2172,Kristos,Giuron,Kristos Giuron,M,23-12-2018,"""Jarvis""",RP-2975-zf,08-04-2020,"""Science and Technology"""
LI-2758,Jaymee,O'Curran,Jaymee O'Curran,F,17-02-1994,"""Jarvis""",RP-9672-zn,14-10-2020,"""Art and Craft"""
LI-0705,Miguel,Gabites,Miguel Gabites,M,28-08-2010,"""Kits Focal""",JS-7632-ey,20-10-2019,"""Science and Technology"""
LI-8383,Tobe,Wheatcroft,Tobe Wheatcroft,F,29-01-2000,"""Ultron""",RP-1960-rb,11-05-2020,"""Kitchen"""
LI-5946,Sander,Edgworth,Sander Edgworth,M,19-04-2014,"""Jarvis""",RP-5798-ac,26-11-2019,"""Kitchen"""
LI-3922,Delainey,Cavolini,Delainey Cavolini,M,05-08-2004,"""Skynet""",RP-4129-ju,01-09-2020,"""Kitchen"""
LI-4765,Heather,Brunelli,Heather Brunelli,F,17-02-2010,"""Jarvis""",JS-6405-nk,28-01-2020,"""Art and Craft"""
LI-8614,Stephana,Tute,Stephana Tute,F,20-07-2001,"""Jarvis""",RP-9785-ay,14-10-2019,"""Kitchen"""
LI-9476,Phip,Emerton,Phip Emerton,M,28-12-2015,"""Kits Focal""",RP-3254-vj,16-10-2020,"""Art and Craft"""
LI-7120,Abraham,Abrahamson,Abraham Abrahamson,M,06-10-2012,"""Kits Focal""",RP-3349-oj,06-09-2020,"""Art and Craft"""
LI-2361,Timofei,De Launde,Timofei De Launde,M,02-09-2005,"""Skynet""",JS-9466-jp,18-10-2019,"""Kitchen"""
LI-2367,Astra,Duffrie,Astra Duffrie,F,07-05-1994,"""Kits Fireside""",RP-6812-oj,08-04-2020,"""Kitchen"""
LI-8226,Olia,Patty,Olia Patty,F,20-09-2016,"""Jarvis""",HC-5741-eu,25-11-2019,"""Art and Craft"""
LI-6367,Kennett,Criag,Kennett Criag,M,20-12-1995,"""Ultron""",RP-5036-ei,30-03-2020,"""Kitchen"""
LI-5666,Ardelle,Celli,Ardelle Celli,F,21-12-1994,"""Jarvis""",RP-8778-oz,15-06-2020,"""Kitchen"""
LI-7742,Uriah,Richten,Uriah Richten,M,14-03-2012,"""Ultron""",BM-1656-zb,27-01-2020,"""Kitchen"""
LI-0433,Konstance,Wrinch,Konstance Wrinch,F,19-02-1993,"""Jarvis""",RP-7938-tr,11-02-2020,"""Art and Craft"""
LI-3366,Salomon,Cutting,Salomon Cutting,M,09-04-2008,"""Kits Focal""",RP-8671-ck,03-10-2020,"""Kitchen"""
LI-1862,Berkie,Sondland,Berkie Sondland,M,07-07-2005,"""Jarvis""",HC-1415-qh,03-06-2020,"""Kitchen"""
LI-8477,Eugen,Thaine,Eugen Thaine,M,02-01-2018,"""Ultron""",HC-3574-fs,15-05-2020,"""Kitchen"""
LI-2168,Cooper,Assiter,Cooper Assiter,M,17-12-2005,"""Jarvis""",RP-2995-jt,22-03-2020,"""Art and Craft"""
LI-8621,Calida,Constant,Calida Constant,F,17-12-1990,"""Jarvis""",BM-5058-fk,22-10-2019,"""Art and Craft"""
LI-6752,Germana,Wilkes,Germana Wilkes,F,10-10-1992,"""Jarvis""",BM-4231-zo,19-10-2020,"""Kitchen"""
LI-4210,Clarita,Nanson,Clarita Nanson,F,29-11-1998,"""Ultron""",RP-2515-pg,14-10-2019,"""Art and Craft"""
LI-8860,Mitchel,Mulhall,Mitchel Mulhall,M,17-05-2016,"""Ultron""",BM-8640-pc,13-07-2020,"""Kitchen"""
LI-0203,Padraig,Trippack,Padraig Trippack,M,29-05-2005,"""Jarvis""",JS-9576-kh,18-06-2020,"""Kitchen"""
LI-7146,Onfroi,Emson,Onfroi Emson,M,31-12-2007,"""Skynet""",BM-7613-tr,29-02-2020,"""Kitchen"""
LI-6771,Claudine,Troake,Claudine Troake,F,09-07-2004,"""Jarvis""",RP-8311-ax,13-12-2019,"""Science and Technology"""
LI-2388,Rowena,McGrayle,Rowena McGrayle,F,27-02-2014,"""Ultron""",RP-7556-yv,10-06-2020,"""Kitchen"""
LI-3579,Grange,Pietranek,Grange Pietranek,M,13-05-2018,"""Jarvis""",JS-5318-oj,09-03-2020,"""Science and Technology"""
LI-0065,Frazier,Perico,Frazier Perico,M,20-08-2016,"""Skynet""",RP-3853-eh,02-03-2020,"""Kitchen"""
LI-9671,Staffard,Tiffney,Staffard Tiffney,M,31-12-2006,"""Jarvis""",BM-3750-os,16-04-2020,"""Art and Craft"""
LI-0008,Giffard,Bottrell,Giffard Bottrell,M,08-10-1990,"""Ultron""",HC-2675-jh,29-04-2020,"""Science and Technology"""
LI-6169,Tome,Marusic,Tome Marusic,M,28-07-1993,"""Jarvis""",RP-2288-zk,13-03-2020,"""Kitchen"""
LI-6621,Lacie,Stigger,Lacie Stigger,F,06-11-2017,"""Ultron""",RP-8760-su,30-05-2020,"""Art and Craft"""
LI-6301,Jonas,Borthram,Jonas Borthram,M,29-07-1992,"""Kits Focal""",BM-6951-tj,21-07-2020,"""Art and Craft"""
LI-1306,Ninnette,Corteis,Ninnette Corteis,F,05-02-2010,"""DIY Contrast""",JS-9774-zj,07-07-2020,"""Art and Craft"""
LI-0149,Parrnell,Edmand,Parrnell Edmand,M,20-04-2007,"""Jarvis""",JS-2795-va,25-06-2020,"""Kitchen"""
LI-7952,Viv,Briers,Viv Briers,F,09-01-2007,"""Skynet""",RP-5650-yb,25-06-2020,"""Kitchen"""
